1,930	1,103e-14
1,940	8,407e-15
1,950	2,132e-15
1,960	1,231e-14
1,970	1,121e-14
1,980	6,962e-15
1,990	3,015e-15
2,000	5,729e-15
2,010	2,010e-15
2,020	1,035e-14
2,030	7,686e-15
2,040	1,570e-14
2,050	8,615e-15
2,060	5,945e-15
2,070	8,903e-15
2,080	5,859e-15
2,090	7,418e-15
2,100	4,494e-15
2,110	4,974e-15
2,120	3,178e-15
2,130	5,124e-15
2,140	2,184e-14
2,150	6,962e-15
2,160	8,875e-15
2,170	1,887e-14
2,180	1,868e-14
2,190	5,772e-15
2,200	5,411e-15
2,210	3,117e-15
2,220	1,349e-14
2,230	3,333e-15
2,240	2,562e-15
2,250	1,279e-14
2,260	1,313e-14
2,270	3,256e-15
2,280	1,247e-14
2,290	1,110e-14
2,300	2,276e-14
2,310	5,074e-15
2,320	7,105e-15
2,330	2,247e-15
2,340	1,144e-14
2,350	2,752e-15
2,360	4,143e-15
2,370	4,263e-15
2,380	4,337e-15
2,390	1,265e-14
2,400	5,270e-15
2,410	5,411e-15
2,420	4,550e-15
2,430	1,103e-14
2,440	6,962e-15
2,450	1,066e-15
2,460	2,864e-15
2,470	4,673e-15
2,480	4,727e-15
2,490	4,508e-15
2,500	3,956e-15
2,510	8,324e-15
2,520	5,124e-15
2,530	7,952e-15
2,540	5,221e-15
2,550	2,659e-15
2,560	7,452e-15
2,570	6,153e-15
2,580	2,041e-15
2,590	7,176e-15
2,600	6,355e-15
2,610	1,025e-14
2,620	6,703e-15
2,630	4,452e-15
2,640	1,033e-14
2,650	2,010e-15
2,660	1,465e-15
2,670	3,956e-15
2,680	9,586e-15
2,690	1,144e-14
2,700	4,974e-15
2,710	7,562e-15
2,720	2,842e-15
2,730	2,864e-15
2,740	4,380e-15
2,750	6,561e-15
2,760	9,794e-15
2,770	3,097e-15
2,780	3,097e-15
2,790	2,357e-15
2,800	3,623e-15
2,810	4,278e-15
2,820	4,263e-15
2,830	3,426e-15
2,840	5,087e-15
2,850	4,437e-15
2,860	3,333e-15
2,870	6,473e-15
2,880	7,494e-15
2,890	6,194e-15
2,900	6,245e-15
2,910	4,832e-15
2,920	5,423e-15
2,930	2,951e-15
2,940	5,469e-15
2,950	7,315e-15
2,960	9,878e-15
2,970	7,661e-15
2,980	3,777e-15
2,990	4,819e-15
3,000	6,365e-15
