Time	S1	S 2	S3
0.02734375	-1.974278921	-8.908289174	-8.266129676
0.027832031	1.203856162	-6.698474902	-11.03862529
0.028320313	-1.304088231	-7.187833413	-6.048094125
0.028808594	1.084389519	-8.36630987	-3.771347735
0.029296875	2.08071172	-0.470723912	2.884211087
0.029785156	-0.164671558	-1.553763203	5.186742932
0.030273438	0.980352267	2.543268015	3.976905285
0.030761719	-0.349365728	4.115975956	6.686070773
0.03125	1.104465095	8.042416419	5.747833739
0.031738281	-1.454652666	5.636025123	9.312889803
0.032226563	-2.54955276	3.642913678	4.904303619
0.032714844	0.408806314	4.619477119	8.387786666
0.033203125	0.658090401	8.459251652	2.594439518
0.033691406	2.792566124	-1.810822088	7.003940988
0.034179688	-0.279909166	-0.314492739	7.278966112
0.034667969	6.169025721	3.073211996	2.781449713
0.03515625	3.26062457	-2.50787998	0.087128337
0.035644531	2.271118967	-0.872598989	-0.412006161
0.036132813	3.470361265	-3.073323276	-0.449489757
0.036621094	-0.170943322	-0.244345793	-1.240864199
0.037109375	-3.83286982	-2.770188273	-3.303261256
0.037597656	-0.0410494	-2.167013901	1.301583607
0.038085938	-1.18163968	-3.805976826	-3.962354771
0.038574219	3.120340147	-1.356097232	-1.611452987
0.0390625	5.08049452	-1.768251677	3.081959356
0.039550781	0.311646071	0.410577641	1.145530221
0.040039063	-0.129901666	-0.736515696	-1.647869895
0.040527344	4.879922232	-1.540313396	1.874390812
0.041015625	5.240907215	1.559520667	1.106084094
0.041503906	-0.548990785	5.115938854	2.954381272
0.041992188	0.878488725	1.267888325	5.519281145
0.042480469	1.243712772	1.168550277	4.16419262
0.04296875	3.787654974	0.155778395	2.41817019
0.043457031	-0.958069157	2.993200854	2.934807159
0.043945313	6.274953438	3.445405529	3.947056373
0.044433594	4.60618275	-1.097704117	7.636252897
0.044921875	-3.069543126	-0.820383342	3.36297917
0.045410156	-2.100214989	1.861480382	1.611263698
0.045898438	1.399215277	-2.268090052	-0.177503669
0.046386719	1.172433714	0.632036809	3.91515741
0.046875	-1.427113444	1.808528522	0.385799812
0.047363281	2.861897741	-0.767075007	1.449877778
0.047851563	-0.181775544	2.933886036	6.425598108
0.048339844	1.094302535	2.823225012	1.767725171
0.048828125	2.724093253	-1.818913382	0.320665527
0.049316406	-0.52053116	-1.679376358	2.280393616
0.049804688	0.103860099	1.530585123	-0.855679026
0.050292969	-4.661803433	3.617022845	5.751737404
0.05078125	3.068722722	2.714076176	3.766325567
0.051269531	-0.334234764	1.427823309	2.590464021
0.051757813	0.716185081	2.706964856	6.225813144
0.052246094	0.291402163	0.846204725	3.599108363
0.052734375	2.137614552	1.277786088	6.374886787
0.053222656	0.132035121	-0.33236007	6.495851423
0.053710938	3.551414967	3.820731944	3.492657382
0.054199219	0.929203801	1.442507318	5.130169643
0.0546875	1.503524862	2.183772988	2.513924523
0.055175781	4.577357663	1.410238215	4.14447532
0.055664063	2.60895446	0.856434382	1.098480455
0.056152344	3.316509008	2.379086477	2.694385521
0.056640625	-0.359897603	-1.10517222	2.801138018
0.057128906	-2.630788982	-2.167472234	1.867407311
0.057617188	1.359774324	4.200570421	2.198904574
0.058105469	4.17055882	2.191497424	2.028882455
0.05859375	-1.766806307	-0.117753194	1.616356243
0.059082031	1.322547773	2.541479977	4.483687193
0.059570313	-1.223537275	0.596065371	2.932607306
0.060058594	1.650711143	4.623316889	3.591835804
0.060546875	1.450244029	-2.217122879	2.40622234
0.061035156	-0.343096132	2.315028239	2.033629674
0.061523438	1.00291593	1.353507493	3.417170049
0.062011719	-0.421317917	2.723981421	2.172323946
0.0625	-0.015078642	2.943642517	-0.533678004
0.062988281	1.056868472	-0.694405612	1.522403002
0.063476563	3.80869958	-3.31817805	2.77371229
0.063964844	2.615071078	1.671437928	0.597083793
0.064453125	3.376314125	1.402260413	0.937388932
0.064941406	2.673101109	3.245210123	1.028162568
0.065429688	-0.577827394	2.321968555	2.620717437
0.065917969	6.597307719	0.113323208	2.039630432
0.06640625	-4.320419027	0.452061364	2.409635966
0.066894531	3.019183193	1.846488693	9.390107059
0.067382813	-0.171267643	0.129624599	1.74104824
0.067871094	0.017107388	2.52924916	3.340193474
0.068359375	1.864281847	-1.710270103	3.03269858
0.068847656	0.315531244	0.519778548	2.125738813
0.069335938	2.780803798	1.181854372	0.738601953
0.069824219	0.256051926	1.523653847	-0.280105058
0.0703125	1.913189891	0.922613436	2.987202484
0.070800781	1.874762472	-0.210783203	1.758889074
0.071289063	1.523130385	1.858582888	4.153548485
0.071777344	0.180043645	3.567254599	4.449537854
0.072265625	-4.102440255	3.707328175	0.949803146
0.072753906	2.712710522	-2.107795552	0.768559386
0.073242188	1.17529643	-2.192511154	2.820824962
0.073730469	2.163689278	2.528814681	3.906903413
0.07421875	3.590716851	2.232354918	3.348141062
0.074707031	2.74987917	0.136407446	3.229811003
0.075195313	3.12177563	-0.883192348	1.915013931
0.075683594	1.487374623	-0.972983384	2.890071049
0.076171875	-0.152931734	0.935605735	5.395592067
0.076660156	2.320134591	0.796313701	6.184123064
0.077148438	1.772782182	0.127239599	3.250966731
0.077636719	3.892332631	3.083447321	4.120422682
0.078125	-2.296165691	-0.570852925	5.306022563
0.078613281	1.343941167	3.416062586	2.191626299
0.079101563	2.34136062	5.848630157	4.259186456
0.079589844	-1.898175674	4.186858055	2.313781766
0.080078125	1.166469189	-1.946617167	4.336864601
0.080566406	5.970815151	1.245926384	0.222314281
0.081054688	1.054041642	1.963210536	1.072509368
0.081542969	2.162482752	2.858002682	4.073413498
0.08203125	2.696886387	-1.779343307	2.702219994
0.082519531	-0.045312189	0.608033437	1.442251663
0.083007813	3.425687833	-0.839401182	1.388614273
0.083496094	2.670343867	-1.950043845	5.561943257
0.083984375	0.242050961	2.428618351	3.849709965
0.084472656	-3.815297958	2.209903555	3.508733194
0.084960938	2.597647653	-0.670075795	6.186175387
0.085449219	3.090122874	-1.151626682	6.124092207
0.0859375	1.954504187	1.71705958	4.460087742
0.086425781	-0.399521106	-0.179965609	-1.405013611
0.086914063	0.03714548	1.023600023	0.608625698
0.087402344	-2.397809803	2.816478873	2.094907914
0.087890625	3.021081195	-2.048137449	6.882726456
0.088378906	1.589621241	1.613839016	2.550329096
0.088867188	3.657296943	0.37491997	4.578302186
0.089355469	2.818037679	1.552691925	3.376804817
0.08984375	0.28627573	2.24977851	5.960282191
0.090332031	-0.515477334	1.954106189	1.34791239
0.090820313	-0.735387658	2.761762709	3.277193994
0.091308594	3.280442844	0.161655434	4.817900814
0.091796875	3.829713199	3.19134674	4.460739363
0.092285156	2.55387663	0.792523179	4.469335932
0.092773438	0.449971209	4.797018744	-1.683041851
0.093261719	-1.338332987	2.562290098	2.831538292
0.09375	2.669359828	-1.161184331	1.680732258
0.094238281	2.461347859	5.177866961	5.385437324
0.094726563	-1.462070426	-1.703750371	5.424433136
0.095214844	2.725484271	0.983150328	0.710496245
0.095703125	0.121881674	0.945258008	0.57511474
0.096191406	5.671584903	0.797499499	0.982800175
0.096679688	0.519046216	0.002046298	2.368808049
0.097167969	-3.352764264	-0.094630883	1.062248045
0.09765625	-0.920996356	2.337183955	4.914299209
0.098144531	1.973837756	0.621700673	0.412080286
0.098632813	4.73143179	0.677043786	-1.236050676
0.099121094	3.157510256	3.375861095	-0.139841125
0.099609375	2.016337472	3.259641838	-0.809792386
0.100097656	1.696889679	0.563511123	2.150430395
0.100585938	6.044216426	3.040876429	2.898857183
0.101074219	3.154085218	1.563632847	0.712201844
0.1015625	1.142177987	3.572623357	5.987136315
0.102050781	5.994069779	-0.685711258	4.400147576
0.102539063	2.64945214	-0.096808801	3.277994954
0.103027344	3.139819881	0.618402259	2.544058815
0.103515625	2.680675928	0.86151042	5.640584492
0.104003906	1.639980962	1.690087575	1.722465553
0.104492188	0.789920626	-0.915684178	2.805696237
0.104980469	2.704855406	2.277604634	3.991037904
0.10546875	1.50261525	-2.935655604	1.882030397
0.105957031	2.217662493	1.693267323	3.718893035
0.106445313	-1.711284173	1.113263101	2.669140046
0.106933594	2.594694571	-1.945072018	3.047149618
0.107421875	1.757717383	4.27977303	4.801820082
0.107910156	0.668219892	0.501730161	4.704042774
0.108398438	2.722862304	2.915583728	2.667364586
0.108886719	4.70784545	1.43924896	-0.503100782
0.109375	0.903960093	2.534524667	-0.135182385
0.109863281	2.043848617	-1.493810441	3.313144033
0.110351563	1.330945187	-0.446332194	3.516597449
0.110839844	0.589720098	-0.283598569	5.158867826
0.111328125	3.557710451	0.909087398	0.796941853
0.111816406	2.465598941	1.837204969	5.834923379
0.112304688	1.292025085	-1.488760044	2.304376462
0.112792969	3.675232577	5.007681718	6.173969919
0.11328125	2.789492901	4.808237577	4.907464311
0.113769531	0.163341394	0.259951835	3.837780957
0.114257813	0.660625451	2.919343629	3.753402997
0.114746094	1.606784778	3.951220782	5.527063479
0.115234375	2.924514733	-1.530683944	0.832519771
0.115722656	-1.545972497	1.144134723	1.012036336
0.116210938	1.259156799	-1.855932198	3.267317227
0.116699219	3.960517962	1.537589603	5.394655236
0.1171875	2.402977911	3.119186578	2.192124426
0.117675781	2.182576901	0.790762337	0.289373997
0.118164063	-0.947680351	3.484213366	2.892011258
0.118652344	1.488031879	2.986890847	2.067663972
0.119140625	0.792863747	1.666003326	0.123532024
0.119628906	-2.627069396	0.873663966	1.693865944
0.120117188	0.928569248	0.07405159	3.513144527
0.120605469	1.902449999	-1.562859249	1.098551203
0.12109375	0.89459585	2.493406502	2.711357793
0.121582031	1.308265006	-3.36837936	5.073853191
0.122070313	1.895050603	0.082816857	0.944739668
0.122558594	-0.751559117	1.549400932	2.761553466
0.123046875	-0.408206163	5.315537111	5.15405867
0.123535156	-0.451919717	1.264340551	3.565701758
0.124023438	0.45970833	2.614667945	1.482149965
0.124511719	-1.872451424	2.85738742	2.726253527
0.125	1.249914849	0.425974255	4.193600067
0.125488281	2.866084106	-0.64513563	2.58358227
0.125976563	-0.199614518	-2.138195908	3.417425447
0.126464844	1.840150725	0.4799391	2.074672388
0.126953125	1.360820345	0.683068014	6.610670163
0.127441406	-1.793392441	6.494115965	6.294661143
0.127929688	-1.696369289	5.044496475	0.783134035
0.128417969	1.141339676	3.002413642	4.176885909
0.12890625	0.549406248	2.413427484	4.562851469
0.129394531	-0.53140061	1.91840169	3.376637701
0.129882813	-4.060668294	1.135529968	3.603682759
0.130371094	-0.989580554	4.309763493	6.698458176
0.130859375	-0.216964411	1.14868668	1.245546765
0.131347656	0.531392142	2.613104072	2.24120269
0.131835938	-1.849010853	0.473291116	2.210067306
0.132324219	1.035271382	2.066425276	1.086988563
0.1328125	1.013646469	-2.140583281	3.193492021
0.133300781	5.116239045	-0.630803509	1.205597344
0.133789063	-0.25215282	2.166499212	1.678307406
0.134277344	3.146041216	2.468377064	2.494047256
0.134765625	2.144225652	-0.574704527	5.960496349
0.135253906	1.090051103	4.823649765	5.241737591
0.135742188	-1.522391023	1.793594256	3.179349076
0.136230469	2.851947272	0.880639811	-0.867137512
0.13671875	1.585441099	4.064998195	4.969098179
0.137207031	-0.764842729	4.265972312	-0.120440722
0.137695313	2.327369022	0.572451579	4.71072095
0.138183594	3.986817014	0.33826152	2.833101453
0.138671875	0.796942787	-2.071372807	2.912932124
0.139160156	1.042501038	1.217912199	-0.293329528
0.139648438	-0.529872158	0.743103282	0.626223908
0.140136719	2.063565388	1.717048933	4.841785013
0.140625	2.504094976	4.349589924	4.214804018
0.141113281	-0.929373474	1.769520488	3.560213163
0.141601563	1.955522266	-1.089735585	0.745433487
0.142089844	2.860093212	1.201653788	3.669844139
0.142578125	-2.593422164	1.363424807	1.686287744
0.143066406	1.793600118	3.277785048	3.152845308
0.143554688	0.943470108	4.695816943	0.956829259
0.144042969	0.979700659	4.016350829	2.882937869
0.14453125	1.486661551	3.210463171	3.428781414
0.145019531	-0.75454546	1.285289321	3.288478206
0.145507813	-0.58511313	3.386561429	4.805229466
0.145996094	1.352528968	2.526682912	2.630825115
0.146484375	1.424357563	3.490707364	2.14091648
0.146972656	0.926487973	3.372394809	1.670029006
0.147460938	4.611990714	0.591611479	0.575299187
0.147949219	2.014079271	4.623205341	3.029528941
0.1484375	0.2616971	4.468065709	0.926307235
0.148925781	0.768146296	0.986234541	1.206454783
0.149414063	-2.133500774	1.885366802	-0.112194836
0.149902344	1.062530176	1.449996685	2.079769508
0.150390625	1.055698069	4.457342064	2.727944253
0.150878906	2.813144968	0.203621654	0.046083295
0.151367188	-0.562948631	1.596542927	2.217133878
0.151855469	-0.845337855	0.117587479	2.267132761
0.15234375	-0.399428487	1.625365325	2.022990243
0.152832031	-1.308180497	5.797420298	2.537925898
0.153320313	3.511901755	3.341863384	1.939563965
0.153808594	0.805589748	0.555339091	2.407101073
0.154296875	3.555014973	0.046400101	2.764491107
0.154785156	1.00242017	2.758563977	0.169986157
0.155273438	3.751283097	-0.59329675	-1.924470555
0.155761719	1.124481742	0.752177298	1.833387063
0.15625	0.682958948	-0.076674143	5.267439093
0.156738281	0.67866882	2.177256542	-1.890768232
0.157226563	0.663443741	-2.016676294	1.664092284
0.157714844	-0.524519953	1.782271847	4.45824192
0.158203125	1.309481564	4.472188842	1.925665265
0.158691406	-3.022344208	3.288155295	2.654448025
0.159179688	-1.305088442	-0.214733766	3.869922556
0.159667969	-1.23641203	2.487226855	-2.164147046
0.16015625	1.672978401	-0.377211318	-1.880676829
0.160644531	2.145323205	-3.008509335	0.499677922
0.161132813	-1.799034784	5.193980524	-0.016060563
0.161621094	-3.165978856	5.312205583	1.5432165
0.162109375	-1.153274505	2.437216709	2.785490975
0.162597656	1.905636	-1.978660081	-3.839853006
0.163085938	4.202862654	-0.745322752	-1.039753431
0.163574219	-4.324331507	1.425365064	2.225662803
0.1640625	0.651227887	5.34160624	1.188591248
0.164550781	-0.588660608	4.554368845	2.534413087
0.165039063	0.2036662	4.684530781	0.390578363
0.165527344	0.853634589	3.101078695	1.108824883
0.166015625	2.176612904	6.827439127	-0.415574653
0.166503906	1.132491855	3.521444865	-2.11869522
0.166992188	0.550829568	1.589508061	-0.15592767
0.167480469	2.853075378	0.114688908	-0.989958861
0.16796875	-2.25667083	1.059744145	3.310773792
0.168457031	1.989941935	1.752532587	0.399189366
0.168945313	3.101438649	0.931099323	2.459769207
0.169433594	1.985088867	1.536428183	2.727360165
0.169921875	3.939663931	0.311008472	2.754712966
0.170410156	-1.715974579	1.323095673	0.801890921
0.170898438	3.61440453	3.067075891	2.172136201
0.171386719	-0.405059764	1.546607069	1.602118435
0.171875	1.251925485	2.64529413	1.858347658
0.172363281	1.327723845	1.670544517	0.14717797
0.172851563	1.583592413	-0.229766695	2.167653285
0.173339844	4.122339734	3.59340204	0.931213377
0.173828125	2.645908471	2.640793261	1.976593009
0.174316406	1.643621639	-1.722291194	-0.506860507
0.174804688	0.180998584	0.627068939	2.181602431
0.175292969	-0.276063703	2.977790079	3.756436884
0.17578125	-0.379537203	2.95930468	0.876142225
0.176269531	2.410856116	3.460803115	0.376771421
0.176757813	1.041560625	4.043540058	2.208228905
0.177246094	-0.221933935	1.657800944	4.133386511
0.177734375	-1.104154666	3.365387023	-2.926685954
0.178222656	1.651019743	-0.806758101	0.875282574
0.178710938	1.008971848	-0.929951445	-0.865353446
0.179199219	0.936957858	0.995278239	4.151025461
0.1796875	2.572441773	2.08016114	1.558738806
0.180175781	0.712902303	-0.086246927	3.643414569
0.180664063	-2.044832509	-1.065285506	3.019324581
0.181152344	3.829414159	4.06072084	0.18106535
0.181640625	0.461258283	4.229931848	3.855837779
0.182128906	-2.258994937	0.068207271	-1.468381189
0.182617188	2.398565852	1.136174578	5.542681147
0.183105469	-1.708939378	2.257617063	2.15142275
0.18359375	-0.709480353	1.887155042	0.771807109
0.184082031	0.745928079	0.960309416	0.31289115
0.184570313	0.440380229	5.060528518	3.611482263
0.185058594	-0.452737288	-0.98397472	1.944895247
0.185546875	-2.531638759	1.453023805	1.334524509
0.186035156	2.046653935	0.766568486	6.337663423
0.186523438	-0.682867936	0.297850959	1.319344701
0.187011719	0.430603405	3.943505573	-1.57245141
0.1875	1.462793662	1.06414253	4.904439558
0.187988281	-1.090982545	0.31926938	4.880970592
0.188476563	0.220202772	2.545510796	2.273777205
0.188964844	-2.967732372	-0.977333462	2.35683554
0.189453125	-0.141759756	3.186948499	2.232353202
0.189941406	-1.035345769	4.125287587	-2.832866947
0.190429688	0.274622836	1.668069216	-1.06759321
0.190917969	0.737199506	2.900888225	0.052201514
0.19140625	-1.988349243	1.750691372	2.587906395
0.191894531	-1.131203406	2.361685103	4.548077414
0.192382813	-2.410528465	0.876339935	3.050681294
0.192871094	0.175896534	-2.782997019	-0.309352378
0.193359375	-0.013041618	2.502656457	1.588255156
0.193847656	-0.092593267	-1.821926395	2.374826639
0.194335938	-1.031676909	-1.53090996	0.516099263
0.194824219	-1.758055181	0.247269515	0.180179233
0.1953125	-1.481174856	0.972387914	4.54187516
0.195800781	0.268577687	3.694569819	3.230243403
0.196289063	2.120338434	0.016419564	-2.253161698
0.196777344	2.262286406	1.488319241	1.262926143
0.197265625	0.309052976	2.200418867	-2.032961022
0.197753906	0.397943255	0.492553565	-0.85342813
0.198242188	-2.39341161	1.027760049	0.880889757
0.198730469	1.380666562	3.473923555	-2.496656716
0.19921875	-0.959693381	1.888734645	-1.309762279
0.199707031	2.873944719	3.656943059	1.058957913
0.200195313	4.533050282	1.509533616	1.890326093
0.200683594	1.072763321	4.347420297	-0.268598879
0.201171875	-1.716352564	-0.030082526	0.139882898
0.201660156	1.732183977	0.730967525	2.175307629
0.202148438	0.699649783	2.870606319	-2.281972321
0.202636719	2.429433745	4.84488498	3.158011808
0.203125	0.133065633	5.186895777	1.196553915
0.203613281	2.176725013	-1.336513949	-1.634444403
0.204101563	-2.843499871	3.621618988	-0.277615924
0.204589844	0.047671865	-0.650985194	3.794917239
0.205078125	1.151913049	1.740641862	-1.502449683
0.205566406	2.774116162	0.594017149	1.816775877
0.206054688	0.521857564	-0.826407982	0.481091527
0.206542969	-0.12266386	3.477954424	2.375506169
0.20703125	2.46611446	1.788474397	0.922098577
0.207519531	-1.210938293	2.115250026	-3.365633811
0.208007813	1.932633229	0.18624748	2.648700179
0.208496094	-1.824058909	-1.197090162	-1.033950319
0.208984375	1.221759598	2.474709285	-0.469571123
0.209472656	2.299456351	1.518514013	-1.770877918
0.209960938	-0.262450887	0.313236564	-2.350133412
0.210449219	3.271532828	3.877700147	-0.454452673
0.2109375	-1.700512924	2.44594348	1.411291611
0.211425781	-1.625447902	1.206522701	1.544952917
0.211914063	1.191185029	2.458947621	0.125017562
0.212402344	1.733777777	4.03873809	-1.669088387
0.212890625	-0.66447071	0.601596495	1.054549732
0.213378906	-1.088700481	2.566675444	1.29178084
0.213867188	5.075549968	1.83027606	2.153971491
0.214355469	1.32225993	0.457608754	-0.519437567
0.21484375	3.127901213	3.575160851	-0.143016833
0.215332031	-1.650337984	3.455614115	-2.119557494
0.215820313	-3.694301423	0.111206429	1.289593803
0.216308594	0.660156001	0.827337356	0.682344362
0.216796875	0.826746435	2.088394275	-0.106791149
0.217285156	1.144115401	2.905517075	0.380997308
0.217773438	0.558363124	5.754419186	-1.609901058
0.218261719	1.420359915	-1.790785539	1.125598541
0.21875	4.595054236	3.415893069	2.285392004
0.219238281	-2.527771436	0.32790318	0.523134392
0.219726563	-3.279056979	-0.421130927	2.121449789
0.220214844	-1.645369173	3.909718365	-1.781129985
0.220703125	3.372784529	0.595732302	-0.909631421
0.221191406	-0.526057889	1.900217288	1.242630007
0.221679688	-2.341624013	-1.748298899	-0.918498841
0.222167969	0.834006474	1.686005957	-2.178505109
0.22265625	0.431433616	2.452762955	2.932336349
0.223144531	-0.429422337	2.565691501	-3.257291285
0.223632813	1.139483891	2.512324432	-1.2399647
0.224121094	0.791939721	0.512807457	4.985268372
0.224609375	1.241471384	-1.539664065	4.445447468
0.225097656	2.362615353	-0.470614367	-0.831659109
0.225585938	-2.177348857	1.721257655	1.687033516
0.226074219	1.09707006	1.334583539	0.475891273
0.2265625	-0.698854435	-0.03545755	1.85673242
0.227050781	0.70423073	0.449013802	1.870961015
0.227539063	3.086880339	-0.896868544	-1.665268753
0.228027344	1.843964585	2.490334331	1.277216385
0.228515625	-0.906381434	4.963598029	1.487935709
0.229003906	2.383205087	-1.712092996	2.549027629
0.229492188	2.335324139	3.355874356	0.874112803
0.229980469	-5.422542715	0.956073384	2.522705004
0.23046875	2.752298402	4.448794109	0.873771286
0.230957031	-1.519737117	2.60647766	1.983441921
0.231445313	0.521009487	-2.179419035	-0.660303015
0.231933594	-2.140577965	1.558447327	-1.940234421
0.232421875	-1.696079559	-2.202250689	0.577901421
0.232910156	1.144287614	-1.013125941	1.993094685
0.233398438	0.573390658	4.833205688	0.123967026
0.233886719	4.437381557	1.073494417	-3.121683
0.234375	-0.52137008	-0.97786168	1.100626223
0.234863281	1.454015728	1.148392919	0.221231178
0.235351563	1.536716889	1.403053966	-1.388722693
0.235839844	0.543424305	0.381092808	-1.753581288
0.236328125	2.409466779	1.589512785	-1.557132251
0.236816406	0.234312527	0.655717658	-0.923073957
0.237304688	-0.587948697	2.817222432	-1.260964859
0.237792969	0.406964722	0.786680075	1.223556315
0.23828125	-3.095287453	4.73337809	-3.475400555
0.238769531	1.743068627	2.879704767	0.770520069
0.239257813	0.917659462	1.195823762	3.540510176
0.239746094	0.040540155	-0.24526318	-0.240145137
0.240234375	-0.22176757	-0.631204792	-0.500775859
0.240722656	-3.309677266	3.656235751	1.11814424
0.241210938	-1.835341691	0.815372804	3.596660411
0.241699219	-2.751459239	3.544190758	1.645645088
0.2421875	0.090263613	0.772160211	0.896558125
0.242675781	-0.340888641	-1.179835664	-0.369662979
0.243164063	2.677221298	1.773512014	-0.533012056
0.243652344	-3.464754547	4.020450698	0.261894007
0.244140625	0.692163851	0.914014623	0.245217526
0.244628906	-1.154939961	2.965251452	0.51004875
0.245117188	-0.728087653	2.471851916	0.747491037
0.245605469	2.869386768	2.110181629	3.82471542
0.24609375	-6.482327611	0.633446542	0.854237183
0.246582031	3.164138212	-0.285488616	-1.604009715
0.247070313	1.739855989	-3.026242282	2.463377365
0.247558594	-1.579362689	2.119639717	0.218766988
0.248046875	-2.59069696	5.547591484	1.984623367
0.248535156	2.51530192	-0.101502358	1.554453243
0.249023438	0.342022581	1.178229439	2.677069112
0.249511719	-1.781069101	2.890834912	-4.270857635
0.25	0.229619645	-0.989556987	0.635558164
0.250488281	0.358642279	1.217579479	0.443343536
0.250976563	0.951285412	4.423802996	-1.944721008
0.251464844	-2.632241811	1.309555043	-1.566569296
0.251953125	-2.410566868	2.64682221	1.36268093
0.252441406	-1.212114541	1.976023042	1.640666495
0.252929688	-1.314072772	3.058710003	-1.346478731
0.253417969	-1.540223868	1.158408691	-0.675552627
0.25390625	2.230862508	1.530146786	1.221927494
0.254394531	0.774421944	2.01092137	2.354004749
0.254882813	1.315264919	2.097117898	0.393380628
0.255371094	0.411433252	1.806495255	1.989250638
0.255859375	-0.297773069	3.437303301	-2.911015348
0.256347656	0.772695588	-0.2693181	2.112909356
0.256835938	-0.709528589	2.693315065	3.554256961
0.257324219	-0.287053715	2.243152202	-0.159106852
0.2578125	-0.375871466	1.616607875	4.060953852
0.258300781	-1.887893914	3.505407666	0.022258239
0.258789063	1.454308813	0.939134289	-1.054139513
0.259277344	-3.627935441	4.178098493	1.13764217
0.259765625	0.726741659	-0.977768088	-2.34040222
0.260253906	0.672172491	3.782570205	-0.081296366
0.260742188	0.752532272	-1.274045545	1.937679764
0.261230469	1.851308401	-0.304129315	-0.72170332
0.26171875	-0.510146312	0.164069467	-4.351630551
0.262207031	-0.857046863	-0.399098728	-0.478061862
0.262695313	0.205073776	1.413630087	-2.434727772
0.263183594	2.445856983	0.926974626	-2.112794168
0.263671875	1.644272182	3.137606532	-1.103395025
0.264160156	2.00243976	0.227048839	-0.092424026
0.264648438	1.350325818	-1.891478851	0.252610539
0.265136719	2.638293248	3.127225688	-0.522705673
0.265625	-1.844613459	3.72950681	-1.96920235
0.266113281	1.059600217	3.102258036	2.460966617
0.266601563	-1.953142083	1.832247232	-6.667573206
0.267089844	0.192023383	4.826930852	-0.674650804
0.267578125	1.12750586	-2.38281323	-1.003828067
0.268066406	-3.816099632	3.72210988	1.290669464
0.268554688	0.031568707	0.752860808	0.42125666
0.269042969	-2.108560776	4.81425368	-2.358418918
0.26953125	-1.933853551	-1.431011586	1.044988433
0.270019531	1.578818697	4.768117588	3.329683536
0.270507813	-0.126333145	3.247091262	2.980126195
0.270996094	-0.160367575	2.19205044	0.957167508
0.271484375	1.492028859	4.462473135	1.786369344
0.271972656	-0.792964393	1.479520145	-0.794702921
0.272460938	-2.202874691	1.510671005	0.964178872
0.272949219	-1.372658588	2.767398851	1.052791875
0.2734375	-2.403551059	2.554187244	0.621465632
0.273925781	2.11801294	5.497080166	-1.846548765
